Title,Release Date,Budget,Revenue,Genres,Cast,Rating,Vote Count,Runtime,Overview
Evil Dead,2013-04-05,17000000,97542952,Horror,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas, Elizabeth Blackmore",6.549,4507,91,"Mia, a drug addict, is determined to kick the habit. To that end, she asks her brother, David, his girlfriend, Natalie and their friends Olivia and Eric to accompany her to their family's remote forest cabin to help her through withdrawal. Eric finds a mysterious Book of the Dead at the cabin and reads aloud from it, awakening an ancient demon. All hell breaks loose when the malevolent entity possesses Mia."
Asterix & Obelix: The Middle Kingdom,2023-02-01,72000000,46495349,"Family, Comedy, Adventure","Guillaume Canet, Gilles Lellouche, Vincent Cassel, Jonathan Cohen, Julie Chen",4.926,929,112,Gallic heroes and forever friends Asterix and Obelix journey to China to help Princess Sa See save the Empress and her land from a nefarious prince.
The Conference,2023-10-13,0,0,"Horror, Comedy, Thriller","Katia Winter, Adam Lundgren, Eva Melander, Bahar Pars, Amed Bozan",5.411,302,100,"A team-building conference for municipal employees turns into a nightmare when accusations of corruption begin to circulate and plague the work environment. At the same time, a mysterious figure begins murdering the participants."
Kagemusha,1980-04-26,6000000,4000000,"Action, Drama, History, War","Tatsuya Nakadai, Tsutomu Yamazaki, Kenichi Hagiwara, Jinpachi Nezu, Hideji Ōtaki",7.8,631,180,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord."
Don Jon,2013-09-12,3000000,0,"Romance, Comedy, Drama","Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza, Glenne Headly",6.008,4222,90,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
Mr. & Mrs. Smith,2005-06-07,110000000,487300000,"Action, Comedy, Drama, Thriller","Brad Pitt, Angelina Jolie, Vince Vaughn, Adam Brody, Kerry Washington",6.688,10168,119,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry."
Courage of Lassie,1946-11-08,0,0,"Family, Adventure, Drama","Elizabeth Taylor, Frank Morgan, Tom Drake, Selena Royle, Harry Davenport",5.7,31,92,"Bill's separated from his litter, making friends with the wild creatures until he's found and adopted by young Kathie. An accident separates him from her, and he's drafted into K-9 duty in the trenches until battle fatigue takes its toll and he turns vicious. And even though he finds his way back home, he may be condemned as a killer."
Beast,2022-08-11,0,56000000,"Thriller, Action, Horror","Idris Elba, Leah Sava Jeffries, Iyana Halley, Sharlto Copley, Martin Munro",6.632,1490,93,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them."
Star Trek Beyond,2016-07-07,185000000,343471816,"Action, Adventure, Science Fiction","Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldaña, Simon Pegg",6.783,6522,122,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test."
Xing Lin Chun Nuan,1992-04-11,10000,10000,Drama,"Yuet-Sin Lee, Ng Yee-San, Hsiang Wang, Ko Chiu, Xu Wen-Xin",7.0,1,0,
The Others,2001-08-02,17000000,210000000,"Horror, Mystery, Thriller","Nicole Kidman, Christopher Eccleston, Alakina Mann, James Bentley, Fionnula Flanagan",7.616,6368,104,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions."
Not Another Teen Movie,2001-12-07,16000000,66468332,Comedy,"Chyler Leigh, Chris Evans, Jaime Pressly, Eric Christian Olsen, Mia Kirshner",5.791,2013,89,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s."
Texas Chainsaw Massacre,2022-02-18,20000000,0,Horror,"Sarah Yarkin, Elsie Fisher, Mark Burnham, Jacob Latimore, Moe Dunford",5.215,1395,83,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town."
Face/Off,1997-06-27,80000000,245700000,"Action, Crime, Science Fiction","John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola, Gina Gershon",7.035,5188,138,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge."
Encanto at the Hollywood Bowl,2022-12-28,0,0,"Music, Documentary","Lin-Manuel Miranda, Stephanie Beatriz, Adassa, Carolina Gaitán, Jessica Darrow",7.094,155,45,"A taped performance of the Encanto Live-to-Film Concert Experience at the Hollywood Bowl. The original cast puts on a miracle of a concert as they sing the favorite songs, accompanied by a full orchestra and 50 person ensemble, and the Hollywood Bowl transforms into Casita!"
The Abyss,2023-09-15,0,0,"Thriller, Drama, Action","Tuva Novotny, Peter Franzén, Kardo Razzazi, Felicia Truedsson, Angela Kovács",5.764,227,104,"As the Swedish town of Kiruna sinks, Frigga finds herself torn between her family and her job as security chief at the world's largest underground mine."
The Mercenary,2020-01-07,0,0,Action,"Dominique Vandenberg, Louis Mandylor, Carmen Argenziano, Manny Alva, Brad Ashten",6.058,26,91,"When a mission in South America goes wrong a mercenary is left for dead, but he is nursed back to health and reborn with a new outlook on life. But his peaceful days are short-lived when mercenaries he used to work with cross his path again and he is forced to revisit and face his own demons."
Sissi,1955-12-22,0,0,"Comedy, Drama, Romance","Romy Schneider, Karlheinz Böhm, Magda Schneider, Uta Franz, Gustav Knuth",7.364,460,102,"The young Bavarian princess Elisabeth, who all call Sissi, goes with her mother and older sister Néné to Austria where Néné will be wed to an emperor named Franz Joseph, Yet unexpectedly Franz runs into Sissi while out fishing and they fall in love."
Baise-moi,2000-06-28,0,940944,"Crime, Drama, Romance, Thriller","Karen Lancaume, Raffaëla Anderson, Ouassini Embarek, Adama Niane, Marc Barrow",4.8,427,77,"Manu has lived a difficult life. Abused and violently raped, she sets off to find herself only to meet Nadine, a prostitute who has encountered one too many injustices in the world. Angry at the world, they embark on a twisted, rage-filled road trip. They choose to have sex when they please and kill when they need. Leaving a trail of mischief and dead bodies in their wake. Generating a media blitz and manhunt, soon everyone is out to capture the young fugitives."
A Good Day to Die Hard,2013-02-06,92000000,304654182,"Action, Thriller","Bruce Willis, Jai Courtney, Sebastian Koch, Yuliya Snigir, Sergey Kolesnikov",5.334,6284,98,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes."
The Texas Chainsaw Massacre: The Beginning,2006-10-05,16000000,50517763,Horror,"Jordana Brewster, Taylor Handley, Diora Baird, Matt Bomer, R. Lee Ermey",6.1,1724,91,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror."
Irreversible,2002-05-22,3500000,6500000,"Drama, Thriller, Crime","Monica Bellucci, Vincent Cassel, Albert Dupontel, Jo Prestia, Philippe Nahon",7.226,2815,94,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.
Parker,2013-01-23,35000000,46216641,"Action, Crime","Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr.",6.037,2978,118,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist."
Samaritan,2022-08-25,100000000,0,"Science Fiction, Crime, Action","Javon Walton, Sylvester Stallone, Dascha Polanco, Moisés Arias, Pilou Asbæk",6.733,1931,102,"Thirteen year old Sam Cleary suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 25 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin."
Overlord,2018-11-01,38000000,41657844,"Horror, War, Science Fiction","Jovan Adepo, Wyatt Russell, Pilou Asbæk, Mathilde Ollivier, John Magaro",6.708,2784,110,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else."
The Jack in the Box: Awakening,2022-02-24,0,195189,Horror,"Matt McClure, Mollie Hindle, James Swanton, Nicola Wright, Nicholas Anscombe",6.3,336,89,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims."
The Longest Yard,2005-05-27,82000000,190300000,"Drama, Comedy","Adam Sandler, Chris Rock, James Cromwell, Burt Reynolds, Nelly",6.7,3292,113,"Disgraced pro football quarterback Paul Crewe lands in a Texas federal penitentiary, where manipulative Warden Hazen recruits him to advise the institution's football team of prison guards. Crewe suggests a tune-up game which lands him quarterbacking a crew of inmates in a game against the guards. Aided by incarcerated ex-NFL coach and player Nate Scarborough, Crewe and his team must overcome not only the bloodthirstiness of the opposition, but also the corrupt warden trying to fix the game against them."
Beverly Hills Cop,1984-12-05,14000000,316360478,"Comedy, Crime, Action","Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher, Ronny Cox",7.193,4045,105,"Fast-talking, quick-thinking Detroit street cop Axel Foley has bent more than a few rules and regs in his time, but when his best friend is murdered, he heads to sunny Beverly Hills to work the case like only he can."
Lock Up,1989-08-04,24000000,22099847,"Action, Crime","Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham, Tom Sizemore",6.799,1174,115,"Frank Leone is nearing the end of his prison term for a relatively minor crime. Just before he is paroled, however, Warden Drumgoole takes charge. Drumgoole was assigned to a hell-hole prison after his administration was publicly humiliated by Leone, and has now arrived on the scene to ensure that Leone never sees the light of day."
The Little Rascals,1994-08-05,0,67308282,"Romance, Comedy, Family","Travis Tedford, Kevin Jamal Woods, Jordan Warkol, Zachary Mabry, Ross Bagley",6.773,1176,82,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship."
Stree,2018-08-31,1700000,22000000,"Horror, Comedy","Rajkummar Rao, Shraddha Kapoor, Abhishek Banerjee, Aparshakti Khurana, Pankaj Tripathi",6.9,142,128,"Set in the town of Chanderi, Stree is based on the urban legend of Nale Ba that went viral in Karnataka in the 1990s, and features Shraddha Kapoor and Rajkummar Rao in pivotal roles."
The Emperor and the Assassin,1998-10-08,0,0,"History, Drama","Gong Li, Zhang Fengyi, Li Xuejian, Zhiwen Wang, Sun Zhou",6.9,79,162,"In pre-unified China, the King of Qin sends his concubine to a rival kingdom to produce an assassin for a political plot, but as the king's cruelty mounts she finds her loyalty faltering."
The Addams Family 2,2021-10-01,0,119815153,"Family, Animation, Comedy, Fantasy, Adventure","Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Javon Walton, Nick Kroll",7.0,1261,93,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.
Home on the Range,2004-04-02,110000000,145358062,"Animation, Family","Roseanne Barr, Judi Dench, Jennifer Tilly, Steve Buscemi, G.W. Bailey",6.1,1998,76,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys."
The Flintstones,1994-05-26,46000000,341631208,"Fantasy, Comedy, Family","John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan",5.331,2409,91,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.
Erin Brockovich,2000-03-17,52000000,256271286,Drama,"Julia Roberts, Albert Finney, Aaron Eckhart, Marg Helgenberger, Cherry Jones",7.434,3104,131,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up."
Tomb Raider,2018-03-05,94000000,274650803,"Action, Adventure, Fantasy","Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu, Kristin Scott Thomas",6.361,7653,118,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared."
The Woman King,2022-09-16,50000000,97300000,"Action, Drama, History","Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim, John Boyega",7.683,1981,135,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life."
Oblivion,2013-04-10,120000000,286168572,"Action, Science Fiction, Adventure, Mystery","Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough, Nikolaj Coster-Waldau",6.643,10504,124,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands."
The Bourne Ultimatum,2007-08-03,70000000,442824138,"Action, Drama, Mystery, Thriller","Matt Damon, Julia Stiles, David Strathairn, Scott Glenn, Paddy Considine",7.429,7512,115,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him."
Knocked Up,2007-06-01,30000000,219900000,"Comedy, Romance, Drama","Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann, Jason Segel",6.284,3886,129,"A slacker and a career-driven woman accidentally conceive a child after a one-night stand. As they try to make the relationship work, they must navigate the challenges of parenthood and their differences in lifestyle and maturity."
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012-06-23,0,0,"Animation, Action, Adventure, Drama, Fantasy","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Takahiro Fujiwara, Yuki Kaji",7.278,399,98,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war."
Assassin's Creed,2016-12-21,125000000,240700000,"Action, Adventure, Science Fiction","Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson, Charlotte Rampling",5.424,7612,116,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day."
Lifeforce,1985-06-21,25000000,11603545,"Science Fiction, Horror","Steve Railsback, Peter Firth, Frank Finlay, Mathilda May, Patrick Stewart",6.267,580,102,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.
Beneath the Planet of the Apes,1970-04-23,3000000,18999718,"Adventure, Science Fiction, Mystery","James Franciscus, Kim Hunter, Maurice Evans, Charlton Heston, Linda Harrison",6.177,1288,95,"The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface."
Rocky II,1979-06-15,7000000,85200000,Drama,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith",7.274,4279,119,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable."
Goosebumps 2: Haunted Halloween,2018-10-11,35000000,93320380,"Comedy, Fantasy, Horror","Jeremy Ray Taylor, Madison Iseman, Caleel Harris, Wendi McLendon-Covey, Ken Jeong",6.123,1466,90,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!"
The Animatrix,2003-05-09,5000000,0,"Animation, Science Fiction","Keanu Reeves, Carrie-Anne Moss, Clayton Watson, Pamela Adlon, Melinda Clarke",7.183,1532,102,"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated."
24 Hours with Gaspar,2023-10-06,0,0,"Action, Crime, Drama, Mystery, Science Fiction, Thriller","Reza Rahadian, Shenina Cinnamon, Laura Basuki, Dewi Irawan, Kristo Immanuel",6.68,61,98,"With only 24 hours left to live, a private investigator follows a trail of confounding clues to uncover the disappearance of his childhood friend."
The Prophecy,1995-08-05,8000000,16115878,"Horror, Fantasy, Thriller","Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz, Viggo Mortensen",6.5,483,98,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him."
Perfect Addiction,2023-02-16,0,0,"Drama, Romance","Kiana Madeira, Ross Butler, Matthew Noszka, Bree Winslow, Nicholas Duvernay",6.7,269,97,A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with her sister and decides to seek revenge by training up his arch-rival to challenge him.
Instant Family,2018-11-13,48000000,121000000,"Comedy, Drama","Mark Wahlberg, Rose Byrne, Allyn Rachel, Isabela Merced, Julie Hagerty",7.523,2893,118,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight."
The Addams Family 2,2021-10-01,0,119815153,"Family, Animation, Comedy, Fantasy, Adventure","Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Javon Walton, Nick Kroll",7.0,1261,93,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.
Rocketman,2019-05-17,40000000,167300000,"Music, Drama","Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard, Gemma Jones",7.33,4558,121,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin."
The Sword in the Stone,1963-12-25,3000000,22200000,"Animation, Family, Fantasy","Sebastian Cabot, Karl Swenson, Junius Matthews, Martha Wentworth, Norman Alden",7.249,3752,79,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way."
A League of Their Own,1992-07-01,40000000,132440069,"Comedy, Drama","Tom Hanks, Geena Davis, Lori Petty, Madonna, Rosie O'Donnell",7.2,1354,128,"As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey. Competitive sisters Dottie Hinson and Kit Keller spar with each other, scout Ernie Capadino and grumpy has-been coach Jimmy Dugan on their way to fame."
Celebrity Sex Tape,2012-02-02,0,0,Comedy,"Jack Cullison, Jonathan Brett, Colbert Alembert, Howard Cai, Andre Meadows",4.449,67,87,"A group of college nerds secretly record a washed up celebrity having sex and post the tape on the internet. When the publicity revives the actress's career, every B-list celebrity, reality show reject, and celebutante in Hollywood want to star in the guys next ""production."""
War of the Worlds: The Attack,2023-04-21,0,0,"Science Fiction, Mystery, Thriller","Sam Gittins, Leo Staar, Vincent Regan, Alhaji Fofana, Lara Lemon",5.054,156,87,Three young astronomers fight to survive a deadly Martian invasion.
Snow White and the Huntsman,2012-05-30,170000000,396600000,"Adventure, Fantasy, Drama","Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin, Ian McShane",5.985,7772,127,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest."
The Vow,2012-02-05,30000000,196114570,"Drama, Romance","Rachel McAdams, Channing Tatum, Sam Neill, Scott Speedman, Jessica Lange",7.246,3959,104,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage."
Leap Year,2010-01-08,19000000,32686500,"Romance, Comedy","Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan",6.886,1998,100,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love."
Mystic River,2003-10-07,25000000,156800000,"Thriller, Crime, Drama, Mystery","Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden",7.74,6503,138,The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.
The Guardians of the Galaxy Holiday Special,2022-11-24,0,0,"Comedy, Science Fiction, Adventure","Chris Pratt, Dave Bautista, Karen Gillan, Pom Klementieff, Vin Diesel",7.161,1914,45,"On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present."
One Piece: Adventure of Nebulandia,2015-12-20,0,0,"Action, Animation, Adventure, Comedy, Fantasy","Mayumi Tanaka, Kazuya Nakai, Akemi Okamura, Kappei Yamaguchi, Hiroaki Hirata",7.756,195,106,"Kōmei devises a plan where Zoro and Sanji take part in an eating contest, and the two eat a strange ""good-for-nothing-only"" mushroom that turns them into good-for-nothing men. The two are then locked in a jail cell. When the rest of the Straw Hat Pirates chase after their imprisoned crew, they land on the island of Nebulandia, which features a mysterious fog made from sea water, and it has the same effects as seastone. The Straw Hat Pirates' arrival on Nebulandia is also a part of Kōmei's plan."
Rogue One: A Star Wars Story,2016-12-14,200000000,1056057273,"Action, Adventure, Science Fiction","Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen",7.493,15039,133,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.
Hitman: Agent 47,2015-08-20,35000000,81967450,"Action, Crime, Thriller","Rupert Friend, Zachary Quinto, Hannah Ware, Emilio Rivera, Rolf Kanies",5.844,2966,96,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.
Knocked Up,2007-06-01,30000000,219900000,"Comedy, Romance, Drama","Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann, Jason Segel",6.284,3886,129,"A slacker and a career-driven woman accidentally conceive a child after a one-night stand. As they try to make the relationship work, they must navigate the challenges of parenthood and their differences in lifestyle and maturity."
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012-06-23,0,0,"Animation, Action, Adventure, Drama, Fantasy","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Takahiro Fujiwara, Yuki Kaji",7.278,399,98,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war."
Assassin's Creed,2016-12-21,125000000,240700000,"Action, Adventure, Science Fiction","Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson, Charlotte Rampling",5.424,7612,116,"Through unlocked genetic memories that allow him to relive the adventures of his ancestor in 15th century Spain, Callum Lynch discovers he's a descendant of the secret 'Assassins' society. After gaining incredible knowledge and skills, he is now poised to take on the oppressive Knights Templar in the present day."
Lifeforce,1985-06-21,25000000,11603545,"Science Fiction, Horror","Steve Railsback, Peter Firth, Frank Finlay, Mathilda May, Patrick Stewart",6.267,580,102,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.
Beneath the Planet of the Apes,1970-04-23,3000000,18999718,"Adventure, Science Fiction, Mystery","James Franciscus, Kim Hunter, Maurice Evans, Charlton Heston, Linda Harrison",6.177,1288,95,"The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface."
Rocky II,1979-06-15,7000000,85200000,Drama,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith",7.274,4279,119,"After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable."
Goosebumps 2: Haunted Halloween,2018-10-11,35000000,93320380,"Comedy, Fantasy, Horror","Jeremy Ray Taylor, Madison Iseman, Caleel Harris, Wendi McLendon-Covey, Ken Jeong",6.123,1466,90,"Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!"
The Animatrix,2003-05-09,5000000,0,"Animation, Science Fiction","Keanu Reeves, Carrie-Anne Moss, Clayton Watson, Pamela Adlon, Melinda Clarke",7.183,1532,102,"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated."
24 Hours with Gaspar,2023-10-06,0,0,"Action, Crime, Drama, Mystery, Science Fiction, Thriller","Reza Rahadian, Shenina Cinnamon, Laura Basuki, Dewi Irawan, Kristo Immanuel",6.68,61,98,"With only 24 hours left to live, a private investigator follows a trail of confounding clues to uncover the disappearance of his childhood friend."
The Prophecy,1995-08-05,8000000,16115878,"Horror, Fantasy, Thriller","Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz, Viggo Mortensen",6.5,483,98,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him."
